ci 0
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x70 118 134 134 138 126 134 130 134 122 130 134 114 134 126 134 122
0x80 132 120 116 124 120 116 132 124 128 140 124 124 120 116 128 136
0x90 118 130 118 142 126 122 130 130 138 118 134 126 118 122 134 126
0xa0 116 132 128 124 116 124 140 120 116 132 132 128 120 136 116 120
0xb0 142 126 122 126 114 114 130 126 126 118 142 122 118 134 138 134
0xc0 136 140 128 136 136 132 116 124 140 120 136 136 112 124 128 120
0xd0 130 134 122 122 134 122 122 130 126 114 122 122 118 130 142 142
0xe0 140 116 136 140 128 128 112 132 124 116 116 120 116 140 112 124
0xf0 142 126 138 126 118 134 126 122 126 134 134 130 138 122 142 138
ci 65
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 120 124 128 114 118 134 126 128 136 132 136 134 122 114 122
0x10 134 126 126 138 116 128 116 140 138 138 130 134 132 120 132 132
0x20 116 116 132 120 122 126 122 122 116 140 140 136 134 114 126 134
0x30 134 126 122 126 120 140 124 116 122 130 126 130 112 132 132 124
0x40 128 132 132 124 142 118 122 142 136 116 124 140 138 122 134 130
0x50 114 126 122 130 132 140 116 128 126 122 142 118 140 132 116 112
0x60 136 124 128 144 122 138 130 134 128 116 136 136 126 126 118 138
0x70 126 114 130 138 116 140 120 140 138 134 134 134 116 132 128 140
0x80 120 132 120 136 114 122 138 126 132 112 140 124 122 130 122 126
0x90 126 130 130 130 116 124 128 124 126 122 114 138 136 136 116 120
0xa0 132 120 120 136 122 130 126 138 120 132 116 124 114 130 126 130
0xb0 134 122 134 126 120 120 136 132 126 130 126 134 140 140 140 120
0xc0 136 120 120 116 134 122 126 118 124 132 140 128 118 130 126 126
0xd0 114 114 126 130 132 128 120 128 138 138 126 130 128 124 124 116
0xe0 128 128 116 120 138 134 142 134 124 124 112 116 138 118 126 118
0xf0 142 134 134 138 124 120 116 132 126 126 142 122 120 140 136 128
ci 66
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 134 120 122 114 140 134 124 130 132 130 128 120 118 124 118
0x10 128 130 140 130 126 140 126 128 130 136 126 136 132 142 140 122
0x20 136 134 116 118 118 136 142 116 126 136 122 120 128 118 128 122
0x30 124 126 124 122 134 116 122 116 138 144 130 132 136 130 124 130
0x40 140 122 140 126 122 132 134 116 134 120 134 124 136 126 124 118
0x50 140 126 120 118 118 140 118 120 118 116 138 132 132 126 132 122
0x60 128 126 132 126 122 116 122 128 126 128 138 120 140 130 140 126
0x70 140 118 124 138 130 112 134 136 130 136 130 140 124 142 120 126
0x80 122 140 134 132 136 126 136 122 124 138 120 114 142 120 134 140
0x90 134 132 126 128 120 114 124 138 144 114 128 118 134 140 122 132
0xa0 118 120 126 116 136 126 132 142 124 138 124 142 130 140 142 124
0xb0 118 140 138 140 124 126 140 122 140 134 128 134 134 132 126 136
0xc0 134 136 114 120 128 142 128 130 128 134 116 126 142 120 126 124
0xd0 130 120 130 132 112 122 140 114 116 118 132 130 134 132 138 116
0xe0 126 136 134 140 124 130 120 122 140 122 132 126 126 112 130 128
0xf0 134 140 130 140 120 130 128 142 132 134 120 126 122 120 130 132
ci 67
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 130 136 126 124 126 116 138 122 128 118 128 130 120 134 128
0x10 124 130 116 134 140 138 116 126 138 140 118 132 142 136 130 136
0x20 116 130 136 130 132 138 128 114 118 120 126 140 122 132 130 120
0x30 136 130 132 130 140 118 128 142 142 132 126 136 126 132 126 120
0x40 120 118 128 130 120 134 136 138 122 124 126 132 118 120 122 112
0x50 128 122 120 126 140 126 140 122 118 124 122 124 118 116 122 132
0x60 128 130 124 138 140 134 136 126 130 120 122 140 130 128 114 124
0x70 128 134 116 142 120 126 124 134 134 120 134 140 122 140 130 120
0x80 122 140 142 140 114 140 118 140 140 130 124 126 120 134 112 122
0x90 126 140 130 116 130 128 134 120 124 134 124 122 140 134 132 130
0xa0 122 136 114 132 126 140 142 112 140 126 128 134 124 126 128 134
0xb0 126 128 126 124 142 120 134 124 124 138 120 130 128 118 140 142
0xc0 138 144 118 136 134 132 122 132 132 126 132 122 132 134 132 130
0xd0 130 124 126 140 130 140 118 116 136 126 136 114 116 122 132 126
0xe0 126 120 134 116 126 120 118 132 144 126 140 142 124 122 128 114
0xf0 134 140 134 136 138 136 122 116 132 118 136 134 140 118 120 142
ci 68
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 140 122 142 122 130 116 132 134 134 116 132 140 120 130 126
0x10 142 134 116 116 136 132 142 130 128 116 122 126 126 134 128 136
0x20 128 136 118 118 134 114 116 120 130 134 140 128 124 116 118 126
0x30 134 122 128 124 124 124 126 118 124 116 138 130 126 114 140 112
0x40 126 130 132 136 132 132 130 130 136 136 138 130 130 126 132 120
0x50 116 124 134 126 122 118 132 128 130 126 144 116 116 132 130 138
0x60 122 130 124 116 116 112 118 130 136 116 134 138 142 142 132 124
0x70 128 140 134 130 138 130 128 120 138 114 140 140 120 140 130 126
0x80 122 134 128 140 140 124 122 138 116 124 118 134 122 134 140 128
0x90 120 112 130 138 130 118 132 120 118 130 124 128 140 116 114 130
0xa0 130 130 132 132 120 132 122 134 136 124 134 114 122 122 144 136
0xb0 120 132 118 130 118 134 116 116 122 114 116 132 140 136 126 130
0xc0 132 128 126 130 130 114 124 116 138 122 120 136 132 120 122 142
0xd0 122 122 120 128 128 124 142 130 124 120 142 138 118 126 128 120
0xe0 128 120 134 134 122 126 136 116 122 126 116 136 136 136 130 114
0xf0 134 130 136 124 120 136 130 122 132 116 122 138 130 118 120 124
ci 69
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 116 122 142 136 132 142 138 122 130 124 140 118 126 124 140
0x10 118 134 128 128 126 126 124 124 128 140 122 126 140 128 130 126
0x20 124 136 122 118 120 140 114 134 118 126 132 116 134 126 136 120
0x30 134 142 116 140 130 122 132 140 128 140 134 122 112 116 114 126
0x40 138 122 120 136 126 126 136 120 136 124 134 130 136 116 122 126
0x50 116 136 138 126 128 124 138 134 122 122 120 128 130 114 124 116
0x60 122 122 116 132 114 130 136 136 136 132 122 126 124 128 130 142
0x70 120 124 138 142 120 132 142 138 126 134 128 128 122 130 136 120
0x80 134 134 116 132 126 134 136 128 116 112 130 134 128 124 130 134
0x90 120 124 118 138 136 124 138 126 142 134 116 116 114 114 132 124
0xa0 122 130 140 132 126 126 124 124 128 140 122 126 136 116 134 122
0xb0 120 116 122 118 116 144 122 118 134 126 120 120 118 118 116 124
0xc0 132 120 142 130 120 140 126 130 126 126 144 136 126 134 132 116
0xd0 130 130 132 116 118 142 140 116 124 128 126 138 124 128 122 134
0xe0 132 120 138 126 116 120 118 122 134 126 124 124 130 130 140 116
0xf0 126 142 140 124 126 118 112 120 128 140 118 138 124 136 126 130
ci 70
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 130 138 132 120 130 130 124 136 138 122 140 132 142 134 136
0x10 144 130 130 124 120 122 138 140 124 118 126 136 128 122 130 116
0x20 136 138 126 136 140 142 122 124 132 118 130 116 116 118 138 116
0x30 140 126 130 140 128 138 126 120 132 126 122 116 140 126 122 116
0x40 130 116 136 114 142 144 132 118 126 128 132 118 134 136 124 118
0x50 122 116 128 130 118 120 124 126 130 132 128 114 114 124 128 130
0x60 126 120 120 138 134 136 136 122 126 136 120 114 138 124 124 134
0x70 122 124 124 134 130 116 140 126 142 136 120 130 130 124 116 134
0x80 136 134 142 140 124 114 122 120 136 126 134 116 136 134 126 140
0x90 128 126 126 140 132 130 122 144 116 130 130 136 140 122 130 128
0xa0 140 114 118 140 116 138 126 140 128 126 130 136 124 138 142 124
0xb0 128 134 122 128 136 118 114 136 128 134 122 136 116 114 126 124
0xc0 134 124 144 134 134 124 120 118 130 128 140 130 134 132 136 118
0xd0 134 132 144 126 118 140 120 134 142 124 128 134 138 128 116 122
0xe0 142 116 116 122 130 128 120 126 126 124 132 122 126 132 116 138
0xf0 122 136 136 134 126 140 124 130 126 124 132 122 134 132 140 122
ci 71
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 138 122 132 122 136 128 134 132 142 138 140 114 136 132 122
0x10 140 134 114 140 134 124 112 126 128 130 130 140 126 116 132 138
0x20 132 138 114 120 122 116 132 134 136 126 122 136 114 132 128 130
0x30 120 126 114 120 126 128 124 134 140 122 138 128 118 120 120 122
0x40 134 132 132 122 116 118 134 136 142 132 144 134 120 138 126 136
0x50 126 116 136 118 132 134 122 124 126 116 124 130 112 122 138 124
0x60 118 136 136 130 136 126 126 116 134 128 116 126 116 138 118 132
0x70 126 120 124 126 120 142 130 120 134 128 128 122 140 138 130 136
0x80 128 130 134 136 134 116 120 142 116 142 134 136 126 140 140 122
0x90 136 130 130 124 126 140 140 130 140 118 114 116 118 140 128 134
0xa0 120 134 122 136 130 124 144 130 132 122 138 136 130 140 132 126
0xb0 136 142 126 132 130 140 124 126 132 122 142 124 130 116 128 114
0xc0 130 128 132 122 116 126 122 116 130 128 136 118 128 130 138 132
0xd0 126 140 116 122 120 138 122 124 134 140 128 134 124 142 130 124
0xe0 134 136 116 126 132 130 118 132 118 136 128 114 144 118 126 124
0xf0 130 116 132 126 136 126 134 140 122 132 136 130 140 130 118 116
ci 72
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 118 118 136 124 138 130 116 116 134 118 132 124 126 134 140
0x10 126 128 140 122 142 120 124 122 126 116 136 122 122 112 124 118
0x20 142 136 124 122 114 132 128 126 130 120 140 118 122 128 124 126
0x30 140 122 122 124 116 122 114 116 124 126 134 124 120 138 138 120
0x40 126 140 116 118 130 120 136 138 134 136 120 126 118 120 128 126
0x50 116 142 138 120 124 142 114 112 136 142 122 116 124 114 118 120
0x60 120 130 118 140 132 134 130 136 136 134 130 140 136 118 138 124
0x70 126 140 132 126 126 132 116 126 138 132 124 114 126 136 136 134
0x80 132 130 130 132 116 130 122 116 132 134 142 116 128 122 122 128
0x90 134 128 116 114 130 124 120 126 130 136 140 134 138 120 132 142
0xa0 118 136 140 138 126 128 140 130 134 124 120 138 130 144 116 134
0xb0 112 134 126 128 116 122 122 116 124 126 134 116 116 142 126 140
0xc0 134 132 124 118 126 140 124 126 130 124 116 122 134 120 120 142
0xd0 136 130 134 140 124 118 130 128 128 126 122 132 128 134 122 132
0xe0 116 126 130 128 116 126 122 144 120 126 130 124 140 122 134 128
0xf0 126 124 124 126 138 136 128 122 126 128 136 126 126 136 120 142
ci 73
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 122 114 128 126 140 132 142 136 126 130 140 122 116 128 118
0x10 134 124 124 118 120 130 138 128 126 136 132 130 140 122 118 128
0x20 130 116 140 122 128 126 118 136 126 140 136 130 128 122 126 124
0x30 116 122 130 116 118 120 120 126 120 114 126 132 118 140 136 130
0x40 118 116 136 138 116 126 114 136 138 132 132 130 140 130 122 124
0x50 136 114 126 140 130 120 124 126 140 122 114 116 114 124 116 122
0x60 132 130 134 128 138 140 112 134 140 118 126 116 134 116 116 134
0x70 122 140 112 126 124 130 142 136 122 128 120 122 136 130 138 120
0x80 136 134 130 116 130 132 128 126 124 126 126 132 130 120 112 114
0x90 134 120 132 138 140 114 118 120 122 120 136 122 132 134 118 116
0xa0 134 132 136 130 128 138 126 124 134 120 136 118 140 138 130 116
0xb0 128 122 134 124 118 124 128 122 136 126 134 136 114 116 124 130
0xc0 130 140 132 114 140 130 122 124 122 120 116 134 128 122 126 116
0xd0 124 138 130 132 122 132 132 138 116 142 122 136 134 140 120 122
0xe0 124 142 142 124 142 116 132 126 144 118 130 132 126 120 124 138
0xf0 122 136 128 122 128 130 130 136 134 128 132 122 144 126 130 132
ci 74
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 136 134 114 138 134 120 136 130 138 136 116 120 140 134 126
0x10 132 140 118 130 138 134 132 132 122 122 132 136 140 136 142 126
0x20 118 126 140 128 128 124 142 134 120 136 142 138 118 130 132 124
0x30 142 126 136 116 116 120 134 134 132 132 118 114 142 122 136 128
0x40 130 138 136 132 116 120 138 130 120 128 126 122 134 130 124 124
0x50 118 126 120 116 116 120 118 126 112 144 138 126 138 142 116 140
0x60 132 132 130 126 126 122 140 132 138 130 120 140 120 116 118 126
0x70 132 124 134 138 122 142 124 140 142 134 120 124 136 116 130 122
0x80 130 134 128 128 140 116 122 126 124 120 130 122 130 138 120 140
0x90 122 126 132 132 128 120 122 126 128 132 122 122 114 130 140 120
0xa0 136 140 142 134 130 138 120 116 130 134 144 136 128 128 126 130
0xb0 116 128 126 142 122 122 116 136 122 126 116 124 132 132 126 130
0xc0 128 124 134 126 122 130 120 140 118 122 132 132 124 116 130 118
0xd0 128 140 130 138 118 126 128 132 130 126 116 140 116 132 126 122
0xe0 122 142 128 136 124 124 138 142 128 116 126 134 134 126 140 120
0xf0 134 130 112 144 132 124 134 130 120 140 130 122 122 114 140 120
ci 75
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 140 130 122 136 132 134 126 126 122 124 132 130 126 124 132
0x10 136 116 130 122 124 120 122 130 134 122 140 140 126 130 136 136
0x20 122 122 124 128 130 138 120 132 116 140 138 134 136 120 130 134
0x30 122 130 132 128 142 126 116 136 124 132 138 134 132 116 126 130
0x40 130 122 132 128 138 114 136 132 140 124 122 126 112 128 122 126
0x50 134 142 120 132 130 122 120 116 128 136 126 122 128 120 130 126
0x60 120 140 122 138 128 140 134 142 118 138 140 140 122 118 132 124
0x70 132 128 134 142 128 116 142 126 138 126 128 144 138 118 124 132
0x80 114 118 116 116 138 134 136 128 128 140 134 126 140 128 142 126
0x90 122 118 140 132 142 130 116 116 144 124 134 126 128 132 138 122
0xa0 140 140 134 138 132 132 130 118 142 142 132 120 122 138 132 136
0xb0 132 116 126 130 136 120 126 130 118 126 140 120 118 126 120 116
0xc0 120 128 130 142 120 120 142 114 138 130 120 116 126 126 120 140
0xd0 124 124 126 130 112 136 118 130 118 126 140 120 134 134 128 132
0xe0 134 114 120 144 134 130 124 116 132 120 130 130 136 124 122 122
0xf0 122 134 116 124 126 122 116 140 120 116 142 134 136 116 138 130
ci 76
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 118 124 122 130 116 122 132 126 124 118 132 124 134 128 122
0x10 118 140 134 140 136 138 140 142 140 130 136 134 130 116 130 124
0x20 122 124 118 128 132 138 116 130 112 122 128 122 134 132 122 120
0x30 136 122 120 122 130 136 126 116 134 120 122 116 132 122 116 130
0x40 120 126 120 134 130 116 126 120 142 124 138 120 140 134 116 126
0x50 118 140 114 120 112 130 128 130 124 130 132 130 130 132 142 120
0x60 134 128 142 128 120 118 116 122 124 126 136 122 130 136 114 136
0x70 132 142 120 130 134 132 134 116 122 116 130 132 120 134 124 114
0x80 134 116 122 128 140 142 116 126 128 118 136 126 138 116 118 128
0x90 132 130 140 122 122 124 126 128 126 124 122 128 144 114 120 130
0xa0 116 142 120 138 114 120 130 128 118 136 134 120 136 134 116 130
0xb0 138 132 130 140 136 126 116 122 124 134 128 114 118 124 126 124
0xc0 126 132 126 140 132 126 136 138 112 126 116 130 114 132 138 140
0xd0 140 130 120 142 130 124 122 116 134 140 118 132 128 122 140 126
0xe0 144 138 120 138 126 116 130 128 114 132 134 136 124 122 124 138
0xf0 126 136 130 124 140 130 116 138 120 130 136 138 122 128 126 124
ci 77
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 126 112 126 132 122 124 114 134 116 134 124 134 116 126 116
0x10 126 116 134 132 138 136 122 144 120 134 136 134 128 126 120 134
0x20 126 132 126 116 122 120 114 112 136 126 120 118 120 126 128 142
0x30 112 126 144 134 116 138 140 122 118 124 126 116 142 116 126 116
0x40 128 122 116 134 124 118 128 130 118 120 122 140 134 128 138 116
0x50 114 132 126 128 126 128 138 140 132 134 136 130 116 126 120 122
0x60 130 140 118 136 142 120 130 132 140 142 128 130 116 126 136 114
0x70 136 138 124 126 116 134 120 122 134 136 130 140 126 120 122 124
0x80 122 132 138 124 138 124 114 124 140 134 116 126 120 130 136 130
0x90 124 134 124 118 132 118 124 142 138 140 138 116 142 128 134 128
0xa0 132 126 132 134 124 126 132 126 130 140 122 116 126 136 126 120
0xb0 130 124 122 132 130 132 130 132 132 118 124 118 136 122 120 114
0xc0 130 128 126 124 130 128 126 140 116 138 136 134 136 118 140 130
0xd0 120 134 132 122 120 134 116 122 126 140 122 136 130 136 142 116
0xe0 128 118 140 114 128 118 124 114 142 140 130 120 122 128 126 124
0xf0 130 120 134 116 130 120 134 132 124 130 128 118 120 134 140 138
ci 78
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 132 136 132 120 140 124 128 116 124 132 124 128 136 132 116
0x10 140 132 132 140 132 140 128 128 144 132 136 132 116 120 120 140
0x20 130 126 138 126 130 134 126 130 118 126 126 134 138 122 126 118
0x30 114 114 138 138 130 122 118 134 134 122 134 130 130 126 134 130
0x40 128 132 132 136 128 124 120 124 124 140 136 112 120 128 128 136
0x50 116 140 136 136 132 116 132 116 120 132 124 136 140 128 116 128
0x60 142 130 130 118 142 114 126 122 138 130 142 142 134 126 142 134
0x70 118 126 122 122 134 142 126 134 138 142 118 122 126 130 118 130
0x80 116 132 132 124 116 116 120 136 144 116 136 140 140 128 128 124
0x90 144 116 136 140 120 124 140 136 140 124 132 140 136 136 116 132
0xa0 126 134 134 134 118 118 122 138 138 126 114 134 126 122 138 126
0xb0 118 130 134 114 134 138 122 134 130 130 122 130 134 126 122 130
0xc0 124 116 128 136 116 132 116 140 128 132 124 136 124 136 140 120
0xd0 120 132 132 136 120 140 120 140 116 116 128 112 128 136 136 136
0xe0 122 130 118 126 114 122 130 114 126 122 122 126 122 118 130 142
0xf0 130 126 134 122 130 126 114 126 126 134 122 130 138 130 122 138
ci 79
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 116 140 144 126 126 130 138 132 116 140 116 126 130 118 138
0x10 136 136 136 128 142 138 134 130 144 116 140 144 130 122 142 142
0x20 118 142 130 122 132 120 120 132 142 138 134 122 128 128 136 120
0x30 118 122 126 122 124 124 140 140 122 122 126 142 132 120 120 132
0x40 120 136 128 128 126 138 126 114 124 136 128 116 134 134 138 138
0x50 124 136 128 116 130 122 126 134 140 124 140 124 118 122 118 130
0x60 138 118 122 134 128 136 136 136 122 138 134 126 124 128 120 124
0x70 126 118 130 130 132 120 128 132 114 134 130 134 116 140 116 132
0x80 132 136 136 116 122 130 134 126 120 136 136 120 122 118 122 126
0x90 144 136 136 144 118 130 134 122 136 116 140 128 122 114 126 118
0xa0 130 130 126 134 120 140 124 128 130 118 122 126 124 140 116 124
0xb0 134 138 126 130 124 116 140 124 130 114 134 126 140 136 128 124
0xc0 116 140 124 124 114 126 130 126 120 124 140 128 138 122 126 134
0xd0 140 136 128 124 130 130 142 134 124 140 124 116 118 114 134 130
0xe0 134 114 126 114 132 132 116 132 126 126 130 130 136 116 140 128
0xf0 126 142 122 122 132 136 136 116 138 134 130 134 124 116 132 124
ci 80
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 116 134 126 122 118 132 124 142 126 124 120 140 124 142 130
0x10 114 142 136 136 128 124 114 122 124 140 138 118 126 118 136 132
0x20 118 126 132 128 136 136 122 118 120 124 118 134 134 122 120 128
0x30 140 140 130 118 122 122 140 120 114 134 136 120 140 136 126 142
0x40 124 120 130 114 122 126 140 140 126 134 132 136 128 136 130 142
0x50 118 122 116 140 128 116 130 130 124 116 122 126 138 122 140 128
0x60 126 126 116 120 116 124 134 138 132 128 114 138 134 130 128 144
0x70 132 140 122 134 126 134 136 124 118 130 132 124 124 112 126 134
0x80 140 140 130 134 142 126 136 132 126 138 132 140 124 112 134 126
0x90 134 134 116 120 140 132 134 122 132 120 130 130 134 122 128 120
0xa0 130 126 136 136 116 128 126 134 128 120 126 130 134 134 136 140
0xb0 128 140 134 118 142 130 128 128 130 114 128 140 132 132 126 130
0xc0 128 136 134 114 118 142 120 140 134 138 132 132 136 116 130 130
0xd0 130 122 136 132 116 116 126 138 124 136 138 130 138 134 140 124
0xe0 130 118 112 136 136 124 130 130 132 116 130 126 126 134 136 132
0xf0 144 116 118 126 122 134 116 124 126 118 132 120 140 116 118 114
ci 81
     0x0 0x1 0x2 0x3 0x4 0x5 0x6 0x7 0x8 0x9 0xa 0xb 0xc 0xd 0xe 0xf
0x00 128 136 134 130 136 132 134 126 134 130 136 144 130 114 124 128
0x10 118 142 136 132 130 134 124 124 132 136 122 138 124 124 122 126
0x20 122 130 136 116 138 126 120 120 136 132 114 122 124 116 118 130
0x30 128 136 138 134 140 136 134 142 134 122 116 116 126 134 140 120
