i  1 ci 0x1 di 0x48 max 112 diff 16
i  2 ci 0x1 di 0x50 max 112 diff 16
i  3 ci 0x1 di 0x88 max 144 diff 16
i  4 ci 0x1 di 0x90 max 144 diff 16
i  5 ci 0x1 di 0xc0 max 112 diff 16
i  6 ci 0x2 di 0x38 max 112 diff 16
i  7 ci 0x2 di 0x40 max 112 diff 16
i  8 ci 0x2 di 0x78 max 144 diff 16
i  9 ci 0x2 di 0x8f max 144 diff 16
i 10 ci 0x2 di 0xcf max 112 diff 16
